komentar,sentimen
Gk kyak pelayanan grab kbnyakan makan hati penipuan alias palsu aplikasinya slama ini. Bikin naek darah tinggi sy,positif
Gk pernah direspon sm sekali. Akun castamer sy gk bisa buat pesan goride gofood. Tlg di respon,positif
"Gk salah pilih apk di setiap butuh selalu depet harga yang terbaik, pambayaran play store jadi lebih mudah, belimakan nan bisa sambil santai, ansuransi terpercaya sudah di coba dan memuaskan. Betah deh",positif
"Go bills sangat membantu, PLN jg adminnya lebih murah,, gofood oke, gopay jg okeeee ",positif
"Go car nya ditambah dong, mobilnya sedikit ya gak kayak go ride yg banyak banget.",positif
"Go is the best makanan murah pelayanan cepat dan baik, untuk para driver Go sangat ramah. Semangat terus Go untuk Indonesia",positif
Go jek sangat membantu sukses selalu,positif
Go jek semoga tambah baik . Tolong diperhatikan kritik dan saran dari semua orang.,positif
"Gobils nya banyak layanan... Isi pulsa aja sering error, malah mambah macem2... Marketing sama iT nya koplak...",positif
Gocar lebih cepat keren banget......,positif
"Gocar mahal sekarang. Jadinya gak yes lagi. Kalo gak darurat, males naik gocar",positif
Gocar sangat dibutuhkan oleh masyrakat dlm pelayan transportasi yg mudah dan cepat,positif
GOFOOD GRATIS ONGKIR AYO BURUAN DI ORDER. DARI PADA BELI SENDIRI KELUAR BENSIN ANTRI. AYO PESEN LEWAT GOFOOD AJA.??????,positif
Gojeg mang oke...driver yg ngasih bintang satu aplikasi ini driver yg kurang cerdas,positif
"Gojek - aplikasi 100% is the best,sangat membantu saya kapanpun saja dan dimanapun saya berada.",positif
GOJEK ADALAH APLIKASI ANAK BANGSA......SECARA PRIBADI SAYA SANGAT MENDUKUNG SEGALA HAL BAIK YANG SUDAH GOJEK LAKUKAN DEMI KEMAJUAN BANGSA DAN KESEJAHTERAAN MASYARAKAT....SAYA DRIVER GOJEK DAN SAYA MERASAKAN SENDIRI MANFAAT MENJADI DRIVER GOJEK...TERIMAKASIH GOJEK INDONESIA..TERUSLAH BERINOVASI DEMI ...Ulasan Lengkap,positif
Gojek adalah perusahaan yg sangat membantu konsumen dlm urusan cepat dan tepatx pekerjaan dan kebutuhan,positif
"GOjek adalah pilihan saya sehari-hari, tetap yg terbaik memberikan pelayanan yg terbaik....",positif
"Gojek adalah teman terbaik yg ada di genggaman, wktu butuh teman untk anter jemput ada go ride,saat hujan bawa anak2 ada go ride,lg males masak atau ga bs kluar ad go food...ad yg ktinggalan atau mau antr brang ad gosend,trimkash gojek",positif
Gojek adalah transportasi yang terbagus,positif
"Gojek aplikasi yang memudahkan segala urusanku.. Dimanapun aku berada, aku ga pernah khawatir. Walau dengan keadaan buta jalan, tinggal pesan gojek di jemput di lokasi pun diantar ke tujuan. Dan masih banyak manfaat lainnya... Belum pernah kecewa sejak pertama download aplikasi ini, semoga kedepanny...Ulasan Lengkap",positif
Gojek app saya kok di AREA tertentu tidak bisa buat order sih kenapa ya min? Setiap kali saya order selalu balik kemenu utama,positif
"Gojek ayo keluarkan voucer"" 15000..voucer 15000 sangat brrarti dan sangat membantu untuk yg jiwa ekonomis",positif
Gojek bagus pelayanan baik dan ramah. Begitu pesan langsung dapat. Aku sangat terbantu skali dgn adanya gojek ini. Terimakasih ya.,positif
Gojek bagus pelayanan nya terhadap penumpang sopan...baik,positif
Gojek bayak membantu perjalanan lbh cepat & tepat waktu. Mengurangi pengangguran & sangat membantu perekonomian para drver,positif
"Gojek byk sedekahnya, saya jadi bisa byk sedekah pula pada yg lain, semoga berkah gojek, aamiin, trimakasih",positif
Gojek cs Saya ga sinkron sama dojek driver Padahal email sma nomor telepon udah sama. Mohon solusinya,positif
"Gojek dapet nya driver yg jauh, beda sama grab dapet yg deket. Tingkatkan trus jek. Kecepatan mendapat driver yg utama",positif
Gojek dengan mitra kerjanya saling membantu,positif
gojek di singapore menu nya ga ada pengaturan.go pay juga hilang. susah kalau mau beli pulsa roaming simpati.,positif
"Gojek emang oke Sebagai driver aku sih gak muluk2,dapat tutup poin jam 4 sore aja setiap hari alhamdulillah,amiin. Sampai ke2 putra saya lulus sekolah ,apalagi bisa lulus sarjana ekonomi dan ilmu agama,,, .insya allah d kasih sehat dan panjang usia amiin.",positif
"Gojek emang top dah..trimakasih banyak gojek,,semoga kedepanya makin jaya..hidup karya anak bangsa",positif
"Gojek gk ada subsidi lagi mahal, kalah sm tetangga sebelh ongkos hanya 3000,di gojek 9000 banyak yg pindah, balikin seperti yang dulu.",positif
Go-jek harus perbaiki aplikasi penumpang nih biar kaga ribet pesanya dan cs sebaiknya kalau mau kasih bintang 1 ke driver mending jangan kasih bintang sajah kasian mereka cari uang buat keluarga jadi harus saling menghargai. Go-jek semangat dong jangan kendor,positif
Gojek ini sangan bagus sekalaki siapa yang suka aplikasi ini ??like ya,positif
Gojek ini sangat mebuat saya asik dalam menggunakan ini dan saya sangat suka dengn aplikasi ini,positif
Gojek ini sangat membantu banget,positif
Gojek ini sangat membantuuu jangan lupa di download ya;) insyaallah gak akan nyesel!!!!,positif
Gojek ini saya kasih bintang lima.karena waktu saya terburu buru gojek mengantar saya tepat waktu,positif
Gojek itu adalah transportasi baik dan ramah dan sopan,positif
Gojek itu hebat bisa ngasi makan harian untuk semua drivernya...,positif
Gojek itu transportasi abal abal pantes nya ngojek di inggris,positif
Gojek keren apalagi dah bisa pake paylater...kyk kredivo...klo bisa d tambah dananya 300rb gt...klo bayarnya lancar d naikkan...tp yg lainnya dah bagus...sgt menolong.....sukses trus yach,positif
Gojek luar biasa  Semoga sekeluarga Abang sehat selalu dan diberi rejeki ditahun 2020 ini Yang anterin aku dari Nagoya ke batu aji,positif
Go-jek makin mantapp...,positif
Gojek mantap apalagi kalo akun driver saya ada tanggapannya wuih mantap sekali sukses terus,positif
"Gojek mantap deh , Gojek sangat membantu ,, saat saya sibuk dan tdk bisa keluar rumah . Dan kebetulan perut lapar . Tinggal klik aplikasi pilih menu makanan .. ehh selang bbrp mnit driver datang . Asikkk jadi ga kelaperan lagi dehh",positif
Gojek mantap! Lebih baik daripada yang lain,positif
"Gojek mantap,....banyak membantu saya mengisi kebutuhan saya dan keluarga saya GOJEK IS THE BEST",positif
Gojek mantap....bisa membantu masyarakat dalam mencari transportasi umum,positif
"Gojek memang jempolan, tingkatkan lebih profesional lagi",positif
"gojek memang mantap dan selalu bikin happy,bagi drive nya keren selalu berusaha mengutamakan kenyamanan pelanggan",positif
Gojek memang mantap semoga es teler durian oke juga bisa dapat respon rating yg baik terimah kasih Gojek indonesia.,positif
gojek memang membantu aktifitas dan menolong karena ongkos sangat ringan terimakasih gojek saya doakan tetap berjalan lancar atas rindo Alloh SWT amin ya rob.....!!!,positif
Gojek memang oke. Gak bakalan nyesel download nya. Transaksi mudah digunakan dan cepat proses nya.,positif
Gojek memang sangat membantu orang yg lagi membutuhkan transportasi darat....,positif
Gojek memang terbaik .... kalian harus downloat gojek.... THE BETS ,positif
Gojek membantu dalam kegiatan kami sehari hari.semoga gojek tetap jaya.,positif
"Gojek membantu kebutuhan sehari-hari, terimakasih",positif
gojek membantu saya dalam berkarir,positif
Gojek membantu sekali seluruh lapisan masyarakat indonesia khusus nya,positif
Gojek memperlancar tranportasi kemana kita tuju.,positif
Gojek mempermudah kebutuhan saya... terimakasih gojek,positif
Gojek memudahkan saya untuk bepergian kemana pun dan kapan pun,positif
"Gojek memudahkan segala kegiatan, cepat dan tepat",positif
Gojek mmg oke sangat membantu smg bisa kerja samanya kt saling mbutuhkan bayaran asuk akal ssuai jauhnya petjalan slamat gojek smg sllu jaya dn dn dpt ridho alloh swt.,positif
Gojek murah dan memudahkan dengan banyak promo Sukses terus buat aplikasinya,positif
"Gojek ojol yg mantap dan yg no satu,dan bangga lah dengan hasil anak bangsa,jangan membangga kan dan memperkaya ojol luar",positif
Gojek ok juga akan tetapi disaat sedang hujan atau sibuk susah banget dapat order masuknya karena tarip grab lebih tinggi makanya penumpang lari ke gojek akan tetapi sungguh disayangkan banyak yang susah mendapatkan ordernya gagal melulu ,positif
"Gojek ok, aq tiap naik gojek slalu dpetnya yg ramah.. gx sombong. G jutek. Pkoknya gojek ok..",positif
"Gojek oke si bagus banget, cuma kesel aja sama tukang ojek pangkalan suka gabolehin masuk jadi kan gue turun masi jauh",positif
"Gojek online semangkin di depan, selama pake aplikasi gojek pasti ada jalan",positif
Gojek paling bagus dimna saja kita. mudah dan cepat.,positif
Gojek pelit jarang kasih promo coba aplikasi sebelah tiap minggu kasih promo..,positif
"Gojek sahabat untuk menemukan apa saja yg diinginkan - cukup tekan hp semuanya berdatangan dan antar : makanan, surat dll - sebagai sahabat untuk berbagi ke sesama - sarana bersosialisasi yg efektif - membantu proses informasi dg kecepatan bertindak dan melangkah para gojeker Trim.s insyaalloh berma...Ulasan Lengkap",positif
Gojek sangat bagus ( luar biasa). Semua udah sempurna kecuali harga masih bisa murah seperti apk sebelah(m*x*m) . Kalau bisa murah kan harganya ya •À?,positif
GO-JEK sangat bagus... Selama sy menggunakan gojek tidak pernah mengecewakan... Hanya saja driver gocar sering dapet yg pendiam... Jd selama perjalanan diem seribu bahasa... Seolah kurang ramah..,positif
gojek sangat bagustapi sayang sekarang taripnya mahalsangat merugikan saya sebagai konsimen.padahal saya menggunakan teransportasi gojek setiap hari.mohon diturunkan taripnya seperti biasa. agar tidak menguras kantong tarif gocar sangat mahal. Katanya kmrn naik tarif dlm rangka tahun baru. Tapi samp...Ulasan Lengkap,positif
Gojek sangat baik dan sangat membantu kami terimakasih,positif
"Gojek sangat baik, saya puas menjadi customer gojek. Gojek emang yang terbaik",positif
"gojek sangat membantu aktifitas saya, karena semua bisa di gojek",positif
Gojek sangat membantu dalam perjalanan di setiap kegiatan...thank u para driver gojek,positif
Gojek sangat membantu disaat lapar dan males berkendara.. kerjasama dengan indomart dong,positif
Gojek sangat membantu jika kita mrmbutuhkan nya good.,positif
Gojek sangat membantu kerja kami.... Terima kasih GOJEK...,positif
Gojek sangat membantu saya dalam hal transfortasi dan bisa cepat sampai tujuan,positif
Gojek sangat membantu saya di saat bingung cari alamat dan di saat sibuk,positif
"Gojek sangat membantu saya,dalam kebutuhan saya sehari-hari,terimakasih PT.Gojek Indonesia.",positif
"Gojek sangat membantu saya,di saat saya ingin kesuatu tempat",positif
"Gojek sangat membantu saya,terutama saat saya berpergian",positif
Gojek sangat membantu saya. Saya tiap hari naik gojek ke kantor dan kadang gofood juga untuk makan siang. Walaupun tarifnya terus naik secara signifikan. Dan dalam kurun waktu 1 tahun saja bisa sangat banyak naiknya.tapi dibanding dengan aplikasi lain sejenis. Gojek masih lebih baik.,positif
"Gojek sangat membantu sekali di kegiatan sehari hari saya entah makan , berpergian gojek memang selalu TOP dan konsisten",positif
Gojek Sangat membantu sekali masyarakat Indonesia......terus berkibar dibawah bendera merah putih,positif
"Gojek sangat membantu sekali setiap aku berangkat sekolah,makanan,pergi kesana kemari.pokok nya aplikasi GOJEK sangat membantu sekali untuk sehari - hari.nyesel kalian gak download",positif
Gojek sangat membantu sekali untuk saya ,positif
"Gojek sangat membantu sekali,,,terima kasih gojek.",positif
"Gojek sangat membantu sekali,untuk kebutuhan sehari-hari... banyakin lagi donk voucher diskonnya ",positif
Gojek sangat membantu sekali...bagi masyarakat...salam satu aspal,positif
gojek sangat membantu untuk beraktivitas,positif
"Gojek sangat membantu, tarifnya sangat amat murah, beda sekali sama grebrebek yg tarifnya mahal,",positif
Go-Jek sangat membantu. Apalagi drivernya sangat membantu. Aplikasinya juga mudah digunakan,positif
Gojek sangat membantu...driver nya juga baik dan dapat dipercaya...tingkatkan pelayanan supaya menjadi yg terbaik dan terpercaya,positif
Gojek Sangat membantu...pasti ada jalan,positif
Gojek sangat membatu untuk trasportasi...,positif
gojek sangat memuaskan..celakanya saya sering terlewat unt memberikan bintang untuk para driver nya..,positif
Gojek sangat memudah kan kita dlm bepergian dan sangat membantu bagi pekerja lain nya..baik dalam keadaan santai maupun tergegas dlm urusan pribadi..trimakasih gojek..,positif
Gojek sangat penting untuk masa depanya.,positif
Gojek sangat sangat membantu driver TOP semua SOP' bgt lah  Lanjutkan!!,positif
gojek sangat sangat membatu kita semua,positif
"Gojek sdh cukup bagus.tingkatkan lg pelayanannya.bukan melulu voucher food trs utk memanjakan konsumen.harga naik tp diimbangi dgn pelayanan yg lbh baik,aplikasi yg lbh bagus(tdk mudah dipk utk lahan menipu baik utk driver ato cs).Shg cs rela dgn harga yg dibayarkan.ayo Gojek....bergerak ke arah yg ...Ulasan Lengkap",positif
"Gojek sejak di pegang sama kevin semakin lama semakin ancur orderan sepi, ayo lah jek kembalikan kaya dulu lagi biar driver indonesia semangat lagi kerja nya",positif
"Gojek selalu membuat semuanya mudah aman, nyaman serta berkesan",positif
"Gojek selalu siap dikala lapar saat hujan, drivernya ramah, pkoknya siph...",positif
"Gojek semakin bagus, dari segi aplikasi yang makin di sempurnakan, dan juga fitur yang makin banyak,, intinya mah saya puas dengan Gojek.",positif
Gojek semakin dewasa dari pada transportasi online lain di indonesia,positif
"Gojek semga menjadi yg terbaik trus,dan drive nya ramah"".sukses trus bt gojek",positif
GoJek siap sedia aman dan terkendali. Lebih cepat dan cepat sampai tujuan.,positif
"Gojek solusi terbaik buat tambahan pengahsilanku, terima kasih gojek..",positif
Gojek teman setia dalam keadaan darurat dan mendesak. Seperti tiba2 ada tamu untuk jamuan makannya pesan gofood khas kuliner cirebon. Ada keperluan mendadak ke tempat2 yg tdk bisa dilalui mobil atau angkot pakai gojek.,positif
Gojek transport bener2 bagus sangat membantu saya. Disaat saya lagi pergi dan makan. Mantap deh,positif
"Gojek transportasi memang Top markotop, good mar so good, joss gandoss, sangat membantu ketika travelling.",positif
"Gojek Transportasi sangat membantu bagi kami yg tidak bisa bawak kendara""an TERIMAKASIH",positif
Gojek Transportasi yang sangat baik sudah seharus nya di kasih ,positif
"gojek, go pay go send go food dan go go yg lainnya memang mantap. terimakasih Gojek .....",positif
"Gojek, merupakan aplikasi yang sangat baik, dan aplikasi yg dapat mempermudah dalam melakukan segala hal, Belanja, perjalanan serta Pengiriman barang..",positif
"Gojek, saya ingin bertanya, bisa tidak kalau saya minta tolong driver untuk belikan buku di toko buku?, kalau tidak bisa, saya sangat berharap ada fitur seperti itu, soalnya waktu terlalu singkat untuk datang ke toko buku karena meskipun yang dicari hanya satu buku, tp terkadang tertarik dengan buku...Ulasan Lengkap",positif
Gojek. Sangat membantu .mampu mengatasi masalah kostumer servis. Makasih go pay...uang saya telah kembali..,positif
Gojek.. Please katanya paylater saya gak bisa digunakan,positif
Gojek... Salah satu alternatif terbaik transportasi online.Gojek...YESS,positif
"Gojek: disiplin dan ramah, memandang sesama penuh rasa kagum",positif
"Gojek-Gocar sudah lebih baik,, terus tingkatkan pada tahun-tahun selanjutnya. best regards",positif
"Gojek-tranportasi lebih mudah,karya anak bangsa indonesia.",positif
"Good aplication. Sangat"" membantu.",positif
Good aplikasi. Kreasi anak bangsa!!!!!,positif
Good aplikasi.... Ngebantu banget kalau ada voucher discount...!,positif
"Good app, good service! tapi kenapa sekarang gak gak bisa order dari jarak jauh ya? Dulu saya di Jogja, ortu di Surabaya. Bisa bantu order dari lokasi saya, namun sekarang tidak bisa.",positif
"Good gojek,,,mau ngapain jga smua transaksi bisa",positif
"Good job lah buat all team yg dibelakang meja terutama buat Mitra yg dilapangan, tingkatkan truuuz pelayanan nya",positif
"Good jobbb sangat bermanfaat , hanya saja tolong driver nya jangan ugal2 an saja ya",positif
good luck lah... Cepat dan tepat. Tapi cara dapat voucher gimana ya?,positif
Good pertahankan untuk keramahan nya sangat bermanfaat dn mempermudah,positif
"Good sangat membatu saya disaat lapar dan disaat buru driver goride, trs berkarya dan perbanyak promo hehee",positif
Good sangat memudahkan untuk melengkapi kbutuhan sehari hari.,positif
"Good!! Lebih ditingkatkan lagi, fitur dan kredibilitas aplikasi soal keamanan dan pelayanan nya untuk terus makin baik lagi lagi dan lagi. Overall so good.",positif
Good.hanya kurang sejahtera di driver saja.karna makin kesini makin sepi orderan untuk driver,positif
Goodjob.... karya anak bangsa...,positif
Goood aplikasi semoga sistem buat para driver dimakmurkan dan lebih sejahtera,positif
Gooooood... tingkatkan terus yah gojeeek... seneng saya,positif
gopay bagus sekali..tp klo buat transfer ke atm jgn mahal mahal donk biaya adminya..!!!,positif
Gopay mantab dan sangat membantu masyarakat indonesia,positif
Gopay mantap segala pembayaran sangat mudah terimah kasih gopay,positif
"gopay tidak langsung masuk,harus hubungi cs dulu ,itu juga blm di proses harus kirim bukti tf ke gmail dan nunggu waktu lama, PAYAHH",positif
"GoRide Makassar Drivernya Asik semua. Ramah, sopan dan bersahabat. Thanks GoRide Makassar",positif
Terimakasih ka telah membantu saya dalam pebelajaran di prakerja saya,positif
Gosend pahlawanku.aku bener2 terbantu banget.secara kang kue kl lg dikejar orderan pasti gak bs keluar dr area dapur.jd bpk2/ibu2 gosendlah yg jd andalanku. Trimakasi bpk2/ibu2 gosend•À?,positif
"#sudah terwakili koment dr saya,,,,orderan mohon di tingkatkan lagi,,,akun normal mendadak jd gagu ya!!?delay nya terlalu lama 4jam ...ampiyuuun dah gojek...salam satu aspal dan tetap semangaaat..",negatif
"(saya driver bandung) Dear costumer Yang sudah melaporkan saya ke pihak gojek dengan laporan beda driver,anda tau sebab akibat nya?tau kenapa saya memberikan akun driver saya kepada ayah saya waktu itu?tanya dulu sebelum melaporkan,karena laporan anda,sudah membuat saya tidak bisa bekerja lagi,3 bul...Ulasan Lengkap(saya driver bandung) Dear costumer Yang sudah melaporkan saya ke pihak gojek dengan laporan beda driver,anda tau sebab akibat nya?tau kenapa saya memberikan akun driver saya kepada ayah saya waktu itu?tanya dulu sebelum melaporkan,karena laporan anda,sudah membuat saya tidak bisa bekerja lagi,3 bulan menjadi menderita karena ulah mu,ibu,ayah,dan adik saya jadi terlantar karenamu,semoga anda baca comment saya costumer (bandung) yg saya tidak ketahui keberadaannya skrng....",negatif
"*ni gojek saya kasih bintang satu, upgreat gopay plus 2•À?24 jam belum jg kelar*",negatif
"1 bintang. Sudah 10x daftar gopay plus tapi selalu ditolak. Entah apa alasannya. Maaf, saya harus uninstal aplikasi ini. Soalnya Fitur gopay plusnya ngga bisa dipake",negatif
"2017 saya jauh lebih prefer gojek dr pd grab. Awal beralihnya saya ke grab krn case temen saya yg driver gojek, dia kena PM untuk hal yg jelas salah cust dia. Saya merasa gojek sebegitu mudahnya PM driver. Then, she move jd driver Grab bahkan prnh terjadi kasus serupa, tp temen saya tdk di PM sepiha...Ulasan Lengkap2017 saya jauh lebih prefer gojek dr pd grab. Awal beralihnya saya ke grab krn case temen saya yg driver gojek, dia kena PM untuk hal yg jelas salah cust dia. Saya merasa gojek sebegitu mudahnya PM driver. Then, she move jd driver Grab bahkan prnh terjadi kasus serupa, tp temen saya tdk di PM sepihak oleh Grab. Awalnya grab lebih murah, tp skrng sama saja. And I still choose grab, why? Krn bagi saya mereka deserve got that cust loyalty, cause they appreciate their driver more than gojek do ??",negatif
"2x transaksi dapat cb tp cb gak keluar"" jadi rugi dechh , trs gk pernah dapat misi kaya yg lain nya pdhl akun udh lama udh premi juga ,gojek pilih kasih",negatif
"3x ngalamin pesen GO-FOOD tapi drivernya jauh jauh banget, udah telpon dan kasih saran ke customer service, walau resto Super Partner sekalipun tetap bisa cancel. Tapi belom ada tindakan sampe sekarang.",negatif
"500rb saya ga bisa cair,dikarnekan kesalahan sistem gojek...tapi saya kena imbas...disuruh tunggu 2hari kerja. Padahal duitnya prakerja buat saya pake makan...dan email saya terakhir g respon ..parah banget",negatif
"Aaya pesen gofood trus udh otomatis ga bisa cancel dapet driver jauh bgt dan drivernya gamau cancel, padahal sy udh bilang ga bisa di cancel dari saya . Nah makanan udh d siapin ama resto lalu setelah lama driver pertama ngencel dan dapet lah driver ke2 pas nyampe pesenan saya udh dingin makanan nya...Ulasan LengkapAaya pesen gofood trus udh otomatis ga bisa cancel dapet driver jauh bgt dan drivernya gamau cancel, padahal sy udh bilang ga bisa di cancel dari saya . Nah makanan udh d siapin ama resto lalu setelah lama driver pertama ngencel dan dapet lah driver ke2 pas nyampe pesenan saya udh dingin makanan nyaa . Harusnya balikin lagi lah kyk dlu bisa cancel dari cs karna kalo driver nya jauh gamau cancel makanan gua dingin jadi ga enak",negatif
Abis di update malah tulisan tabrakan. Cek saldo jadi ketutup. Ibarat buka website yang tidak responsif. Kaku antar item blok nya tabrakan. Jadi susah.,negatif
"Ada apa dengan Gojek? Susah untuk masuk. Dan kenapa pas masuk harus pake nomor hp? Saran saja, lebih baik pas masuk menggunakan email. Mengantisipasi jika ada pengguna yg telah mengganti nomor hp nya. Ribet !",negatif
Ada cs tpi ga bisa di andalkan untuk mnantu keluhan customer .. Saya nomor hp ilang ga bisa login sedangkan saldo gopay masih ada .. udah email sesuai format yg ada tpi ga direspon ..,negatif
Ada masalah saat upgrade go-pay plus gagal terus dengan alasan buram/kurang jelas pada saat bagian selfie padahal sudah jelas mohon diperbaiki lagi supaya tidak mnunggu terlalu lama,negatif
Ada tagihan paylatter sampai nuggak 3 bln tapi saya tidak punya paylatter sema sekali gimana bisa ya sudah di email masih belum di balas sama sekali .. itu penggunaan apa dan kapan ?,negatif
"Adakah bagian yg berwenang, akun dah keblokir g bs order, tp untuk transaksi gopay tetep bisa, udah telpn mutar muter g ada kejelasan, udah tlpn kalau g bs order mending d ditutup, dr pd masuk pesan trus di email, tlg di jawab, akun dah 3 thun, dtelpn koq cm muter2 doang",negatif
"Admin kalo ga niat kerja gausah kerja, bilang jgn dimatiin 1 menit malah dimatiin. Di cek pulsa juga masih banyak. Mau ngubah pesanan aja ribet bgt!",negatif
"Admin minta tolong ya,saya ingin tarik tunai,udh berhari hari blm bisa juga,sudah di upgrade,katanya masih dalam proses,padahal saya perlu sekali menggunakan fitur itu",negatif
"Admin yg terhorma, mohon info terkait inbox mengenai ""pembekuan akun dikarenakan aktivitas tidak wajar "" Padahal tidak ada aktifitas sama sekali yg saya lakukan selain upgrage gplus... Mohon infonya Terima kasih",negatif
"Aduh, parah sekali gojek, menyulitkan pembayaran ketika kita salah menekan pembayaran. Merugikan saya karena saya harus membayar 2kali lipat. Tolong jangan banyak pembaruan yg akhirnya menyulitkan",negatif
"Ajg,gw mau upgrade gopay plus lama amat gmna sih app,photo ktp udah jelas semua nya,tapi lama proses mulu nih ajg,gmna ajg ajg,gw buat prakerja nih ajg ajg",negatif
"Aku gak bisa login, karena dulu aku login slalu pakai fb, tapi skarang tidak bisa login pakai fb, tolong solusi nya",negatif
Aku kasih bintang 1. Semalam saldoku diculik 200 via proxima beta. Itu gimana. Tolong tingkatkan keamanannya dong. Saldoku sudah 2x diculik niih. Parah ni app,negatif
"aku kecewa sama aplikasi ini mau daftar prakerja pas mau foto KTP kok buram, mana bisa di pasin di ukuran yang tergaris hedehhhh parah pas foto selfi juga kok kepala di potong, gak akurat banget, sangat kecewa sama aplikasi ini, nyesel download, andaikan ada bintang nol saya bakal kasi nol sakin kec...Ulasan Lengkapaku kecewa sama aplikasi ini mau daftar prakerja pas mau foto KTP kok buram, mana bisa di pasin di ukuran yang tergaris hedehhhh parah pas foto selfi juga kok kepala di potong, gak akurat banget, sangat kecewa sama aplikasi ini, nyesel download, andaikan ada bintang nol saya bakal kasi nol sakin kecewanya",negatif
aku pesen gofood .. pesanan udh masuk ..eh bbrp menit kmudian akun ku ke logout sndri.. pas aku login .pesanan ku ilang ..akhirnya ku pesen lagi .. eh mlah 2abang gojek yg dtg bawa pesanan gofood ku sialan lahh jadi kedobel gtu pesennya,negatif
"Aku sebenernya udah cinta ya sama ni aplikasi, nah kenapa Aku kasih bintang 1? Jadi gini, Aku pake paylater tgl 30 juni, dua 2 minggu stelah itu, aku buka lagi aplikasi gojek nya, aku kaget sumpah.. Pas di liat udah kena denda.. Pdhal belum 1 bulan Lohh dari jarak yg aku pinjem tgl 30 juni..!! Tau-t...Ulasan LengkapAku sebenernya udah cinta ya sama ni aplikasi, nah kenapa Aku kasih bintang 1? Jadi gini, Aku pake paylater tgl 30 juni, dua 2 minggu stelah itu, aku buka lagi aplikasi gojek nya, aku kaget sumpah.. Pas di liat udah kena denda.. Pdhal belum 1 bulan Lohh dari jarak yg aku pinjem tgl 30 juni..!! Tau-tau udah 26 ribu denda nya.., GiLaaaaaaaa parah..!!",negatif
"Akun custemer di kunci,, Salah apa coba,karena ga dipake dalam waktu lama ? Ga logis !!!",negatif
Akun gopay langsung terblokir tanpa alasan yang jelas tepat setelah jadwal insentif prakerja keluar,negatif
"Akun gopay saya di kunci tanpa sebab, hati hati bagi pengguna gojek, usahakan uang jangan di simpan banyak2 di gopay",negatif
"Akun gopay saya tiba"" di blokir ?? Kok bisa blokir akun dengan gampngnya , mhon maaf gojek sy kcewa dengan playanannya pdhal sy sdh jd driver ckup lama setia dengan gojek",negatif
Akun masih aktif tapi gopay diblokir dengan alasan akibat adanya transaksi tidak wajar padahal transaksi terakhir 4tahun yang lalu. Sayang duitnya sudah dibekukan. Jadi saya uninstall aplikasi. Mending pake GRAB aja.,negatif
"Akun paylater saya limit 50p ribu diblokir, padahal tiap bulan selalu rajin membayar, dan sudah 3 tahun menggunakannya",negatif
Akun pembayaran saya kenapa terblokir? Saldo saya masih ada malah ribet ngurusinnya. Paraaaaaaaaah Go-Jek. Gmn ney mas nadiem ko ditinggal malah parah,negatif
"Akun saya gak bisa log in ,saat dihubungi cs dibilang akun saya sudah tidak bisa digunakan, hellloooo alasannya apa gak bisa digunakan? Dan saldo saya masih ada didalam akun,, gak ada solusi, delet aja!!",negatif
"Akun saya keblokir karena pembatalan orderan, dan itu gak sengaja anak saya mainin hp tiba2 dah lihat ada pesan dari gojek Trus buat akun baru untuk gunakan layanan gojek kebetulan emng kmn2 sllu naik gojek Ehh belum apa2 lgsg keblokir setelah akun baru aktif Saya bingung aplikasi ini,,salahnya dima...Ulasan LengkapAkun saya keblokir karena pembatalan orderan, dan itu gak sengaja anak saya mainin hp tiba2 dah lihat ada pesan dari gojek Trus buat akun baru untuk gunakan layanan gojek kebetulan emng kmn2 sllu naik gojek Ehh belum apa2 lgsg keblokir setelah akun baru aktif Saya bingung aplikasi ini,,salahnya dimana ya",negatif
Akun saya selesai upgrade malah gopaynya di blokir.... Chat via email gak ada respon,negatif
"Akun sya tb2 hilang, gabs login gabs daftar. Aneh. Pdhl sy jg ga mlakukan kesalahan/kejahatan. Terakhir cancel pun krn driver yg meminta dicancel. Untuk layanan gofood pun makin mahal. Slain harga menu lebih mahal brp persen, ada tambahan lg biaya pemesanan, lalu ongkos kirimnya. Intinya kecewa sma ...Ulasan LengkapAkun sya tb2 hilang, gabs login gabs daftar. Aneh. Pdhl sy jg ga mlakukan kesalahan/kejahatan. Terakhir cancel pun krn driver yg meminta dicancel. Untuk layanan gofood pun makin mahal. Slain harga menu lebih mahal brp persen, ada tambahan lg biaya pemesanan, lalu ongkos kirimnya. Intinya kecewa sma gojek yg skrg. ??",negatif
"Alamat email saya digunakan oleh akun lain yang bukan saya,, kenapa bisa??? saya sudah email,, tetapi balasanx tidak memuaskan, malah disuruh mendaftar dengan alamat email lain,, HEEIIII,,, HALLOOOO,,, ALAMAT EMAIL SAYA DIGUNAKAN ORANG LAIN!!!! PIHAK GOJEK YANG TERHORMAT,, APAKAH KALIAN PAHAM ITU???...Ulasan LengkapAlamat email saya digunakan oleh akun lain yang bukan saya,, kenapa bisa??? saya sudah email,, tetapi balasanx tidak memuaskan, malah disuruh mendaftar dengan alamat email lain,, HEEIIII,,, HALLOOOO,,, ALAMAT EMAIL SAYA DIGUNAKAN ORANG LAIN!!!! PIHAK GOJEK YANG TERHORMAT,, APAKAH KALIAN PAHAM ITU????? MANA KEBIJAKAN NYA???????????",negatif
