komentar,tfidf_positif,tfidf_negatif,sentimen
"Ini gmn sih? Ko saya di keluarkan dari gojek? Terus waktu saya mau masuk lagi & saya jga udh masukin no. Telp, trus saya disuruh ngisi kode verifikasi, katanya mau dikirim lewat sms, tapi ko saya tunggu2 blom ada jga sms nya? Gmn sih?? Jadi kesel",616.207701244,911.595679995,negatif
Ini filter resto buat apa coba kl dari tmpt mkn favorit aja ga bs pesen karena alasan nya tkut dingin makanannya..minimal kasih radius 10 km lah gila aja kmrn2 bs pesen tp semenjak ada fitur baru jadi ga bs pesen..PESEN TMPT LAIN OGAH TAU!,1909.5992227552,2155.4125292221,negatif
Tolong beri sanksi pada gojek dengan plat nomer L 6465 JT atas nama andriono pangestu. Saya pesan makanan tapi tidak sampai. Saya cek ternyata toko sudah cukup. Tidak ada konfirmasi . Saya telpon tidak di angkat saya wa tidak di jawab. Saya sudah lama tunggu pesanan tapi tidak ada konfirmasi dari go...Ulasan LengkapTolong beri sanksi pada gojek dengan plat nomer L 6465 JT atas nama andriono pangestu. Saya pesan makanan tapi tidak sampai. Saya cek ternyata toko sudah cukup. Tidak ada konfirmasi . Saya telpon tidak di angkat saya wa tidak di jawab. Saya sudah lama tunggu pesanan tapi tidak ada konfirmasi dari gojeknya,6616.0078137616,6280.5009106204,negatif
Aplikasi Gojek saya sudah tidak bisa di gunakan . Sudah Telpon Customer Service dan Email jawabannya berbelit dan selalu tidak ada jawaban yang pasti . Terakhir ada jawaban disuruh login ke perangkat lain . Lalu saya login menggunakan perangkat lain awalnya bisa order namun akhirnya disuspend juga t...Ulasan LengkapAplikasi Gojek saya sudah tidak bisa di gunakan . Sudah Telpon Customer Service dan Email jawabannya berbelit dan selalu tidak ada jawaban yang pasti . Terakhir ada jawaban disuruh login ke perangkat lain . Lalu saya login menggunakan perangkat lain awalnya bisa order namun akhirnya disuspend juga tanpa ada kejelasan kenapa di suspend .,3024.7683975114,2711.4246654835,negatif
"Saya sangat kecewa dengan aplikasi ini, tolong ditingkatkan lagi pelayanan kepada pelanggannya. Ketika saya mengalami masalah pada pemesanan Go-Food, yang saya pesan tidak sesuai dengan apa yang saya terima dan struk pembelanjaannya juga tidak saya terima. Ketika saya kirim email, Customer Support h...Ulasan LengkapSaya sangat kecewa dengan aplikasi ini, tolong ditingkatkan lagi pelayanan kepada pelanggannya. Ketika saya mengalami masalah pada pemesanan Go-Food, yang saya pesan tidak sesuai dengan apa yang saya terima dan struk pembelanjaannya juga tidak saya terima. Ketika saya kirim email, Customer Support hanya bisa menerima bukti foto struk dari pesanan saya yang salah. Sementara, saya tidak menerimanya. Dan pada akhirnya Customer Support tidak menindak lanjuti pengaduan saya tersebut.",7136.1059722102,6427.8978595198,negatif
Selama ini baik n lancar aja pelayanan nya. Kenapa gopay ada admin nya klo top up 1000 dan jika tarik dana biaya 2500. Mengecewakan inti nya dikit2 duit. Harusnya sama dengan OVO top up bebas admin,1556.4443935711,1494.6003826008,negatif
"setelah memesan lewat gofood ,waktu ingin mengecek lagi orderan lewat menu pemesanan langsung terhenti aplikasinya .saya tidak melakukan orderan fiktif untuk masalah seperti ini ,masalah ini sudah berkaitan dengan aplikasi yg terhenti dengan sendirinya saat akan membalas driver pengantar makanan. ul...Ulasan Lengkapsetelah memesan lewat gofood ,waktu ingin mengecek lagi orderan lewat menu pemesanan langsung terhenti aplikasinya .saya tidak melakukan orderan fiktif untuk masalah seperti ini ,masalah ini sudah berkaitan dengan aplikasi yg terhenti dengan sendirinya saat akan membalas driver pengantar makanan. ulasan ini saya tulis tepat setelah saya mengalami kejadian ini dan langsung saya kirim ulasan ini",5102.7159734754,4664.9752451404,negatif
"Uang di atm istri saya habis semua tanpa ada kode verifikasi segala macam dan ternyata semua berasal dari pemakaian gopay, ntah knp bisa bgni saya juga ga paham, padahal sudah lama sekali tidak menggunakan aplikasi gojek. Tolong bantuannya pihak gojek, jumlah uangnya lumayan yg hilang",1448.2340687435,996.5181409639,negatif
"Saya kecewa karena di akhir November ada tagihan pay later, walaupun nominal ga seberapa tapi ini merusak Citra Gojek reputasi jadi berkurang, sy dapat inboks mengenai tagihan tersebut jika lewat dua hari tidak bayar akan kena denda 2000 perhari,. Yg lebih lucunya saya kenapa koq pemberitahuan diinb...Ulasan LengkapSaya kecewa karena di akhir November ada tagihan pay later, walaupun nominal ga seberapa tapi ini merusak Citra Gojek reputasi jadi berkurang, sy dapat inboks mengenai tagihan tersebut jika lewat dua hari tidak bayar akan kena denda 2000 perhari,. Yg lebih lucunya saya kenapa koq pemberitahuan diinbox ternyata hilang sendiri,. Memang sy pada saat keadaan terdesak pakai pay later di akhir Oktober lalu dan sudah bayar tagihan sebesar 12 ribu, itu ga masalah. Yg jadi masalah akhir November kemarin",10059.6974958939,13376.1397817329,negatif
"Tolong di bantu, saya isi gopay kenapa tidak masuk. Bukan nominal yang saya inginkan, tapi pelayanan dan saya sangat lapar. Tolong beri pelayanan yang baik terhadap kami warga +62",301.638637926,321.5402962979,negatif
"Sudah seminggu ini saya tidak bisa menggunakan aplikasi gojek, tidak bisa mencari lokasi tujuan, saat mau order gofood selalu keluar ""permintaan ditolak""",74.453628004,120.2184585092,negatif
"Tidak menghargai driver , 1 hari hanya di kasih orderan 1-3 ,padahal saya dulu sebagai driver juga sering menggunakan app customer untuk beli pulsa ,makanan ,paylater dll. Skrg tidak ada pendapatan lagi jadi tidak akan menggunakan app ini sebelum akun driver saya normal lagi",686.8669103465,884.1995904508,negatif
go pulsa saya sering terblokir... sudah laporan hanya sekali bisa transaksi lepas itu terblokir lagi... dengan alasan pemakaian tidak wajar...? apa yang terjadi sebenarnya?,401.2762902305,344.863390481,negatif
"aplikasi apa ini, mau narik saldo gopay harus pake foto ktp pula. karna ktp saya rusak dan registrasi pun gagal karna ktp saya rusak. waduh sangat mempersulit konsumen ini aplikasi. nama akun saya roji pandiangan silahkan mau diapai silahkan,",455.964618985,825.9099716901,negatif
"Paylater, saya pake 30k pada saat say mau bayar apk eror terus (gk bis bayar) padhl saldo ada koneksi bagus, apk versi terbaru, saya coba instal ulang,hapus dta,paksa berhenti, tetap saja apk selalu eror pas saya bayar, sya pun cob pake hp yg lain ternytaa tetep eror, dan sampai saat ini jumlah yg h...Ulasan LengkapPaylater, saya pake 30k pada saat say mau bayar apk eror terus (gk bis bayar) padhl saldo ada koneksi bagus, apk versi terbaru, saya coba instal ulang,hapus dta,paksa berhenti, tetap saja apk selalu eror pas saya bayar, sya pun cob pake hp yg lain ternytaa tetep eror, dan sampai saat ini jumlah yg harus. Bayar 132k dan apk masih eror gak bisa bayar,waaw sekali yah gojek karya anak bangsa,",10293.158831634,16364.1578278397,negatif
"Aplikasi anjing, Mau ngorder tulisannya server sibuk server sibuk, babi udah lah uninstall aja ni app, Niat mau order go food malah ga bisa keburu mati kelaparan gua nya anjing, kalo kata kata gua nyinggung salah lu sendiri lah orang lagi laper malah error, lagi kesel gua, kalo lagi kesel Toxic itu ...Ulasan LengkapAplikasi anjing, Mau ngorder tulisannya server sibuk server sibuk, babi udah lah uninstall aja ni app, Niat mau order go food malah ga bisa keburu mati kelaparan gua nya anjing, kalo kata kata gua nyinggung salah lu sendiri lah orang lagi laper malah error, lagi kesel gua, kalo lagi kesel Toxic itu ga bisa di tahan, Sip uninstall ni aplikasi tolol, mari kita pindah ke grab yang biaya ongkir nya murah",12165.6178554741,16601.2264230923,negatif
"Setelah menghabiskan kuota gopay yg sudah terlanjur saya beli, saya akn lgsg uninstall aplikasi ini dan tetap setia menggunakan Grab. Karena bagi saya komunikasi sangat penting, ketika ada keluhan dan tidak ditanggapi secara serius, saatt itu jg saya mundur.. Thanks",729.23959353,852.9535061213,negatif
"Go life jadi susah pesan terapis krn masalah foto ID yg gak pas dalam kotak. Kenapa gak minta VC aja sekalian? Aplikasi itu sangat diperlukan, tapi sejak kesulitan memuat foto spt yg diharapkan pihak manajemen, jadi sulit sekali pesan go massage",898.730278649,1313.9166332716,negatif
"Busuk!!!!!! Lagi urgent isi gopay diriwayat jg udah masuk tapi saldo masih kosong, udah gitu gak ada nomor cs yg bisa dihubungi semua gak bisa dihub, di kirim pesan lewat email pun lemot dan lama responya!!! Payah sekali",639.701573908,694.6976927893,negatif
"Kecewa mesanin gojek buat anak ku berangkat sekolah tadi pagi , sekalian beli go pay , uang nya udah dikasih, go pay nya belum di kirim sampai sekarang , sempat kirim tanggapan di gojek nya GK direspon , kecewa sumpah",596.2963786546,960.4343782173,negatif
gojek tidak konsisten terhadap driver nya..maaf saya ucapkan seperti ini karna suami saya driver gocar..untuk membayar bulanan mobil saja susah..karna akun suami saya dibuat gagu alias tidak di kasih orderan,630.4051000968,575.0436668962,negatif
banyak driver yg ga sesuai sma aplikasi gojek driverx. knapa perusahaan sebesar gojek tidak bisa membuat sistem verifikasi wajah seperti aplikator sebelah. banyak akun diperjual belikan dipasaran. tolong sistem keamanan gojek diperketat.biar ga di slah gunakan.,695.9170083008,523.6358489338,negatif
"Tolong diperbaiki untuk masalah orderannya soalnya tdi pas kejadian saya tidak pesan go-jek tapi dicurigai karna kata drivernya orderannya di batalkan, drivernya mendekati saya & berprasangka buruk terhadap saya, kan disitu ada akun yg meng order tp kenapa tidak bisa dicermati dengan baik😡😡 Tolong...Ulasan LengkapTolong diperbaiki untuk masalah orderannya soalnya tdi pas kejadian saya tidak pesan go-jek tapi dicurigai karna kata drivernya orderannya di batalkan, drivernya mendekati saya & berprasangka buruk terhadap saya, kan disitu ada akun yg meng order tp kenapa tidak bisa dicermati dengan baik😡😡 Tolong lebih sopan lagi untuk drivernya karna hal ini membuat pelanggan tidak merasa nyaman!!!!!!!!.",4489.7694820707,5573.1763491108,negatif
Sebagia brpa driper gojek kurang ajar y. Tidak mau nanyak nama penumpang nya dulu y. Kemarin sya mesan dari eka surya sidodadi johor driper gojek bukan nanyak dulu penumpang nya. Tiba saya naik lari dari tujuan. Saya bilang ko beda arah nya. E rpanya driper nya salah penumpang. Gitu driper nya nyala...Ulasan LengkapSebagia brpa driper gojek kurang ajar y. Tidak mau nanyak nama penumpang nya dulu y. Kemarin sya mesan dari eka surya sidodadi johor driper gojek bukan nanyak dulu penumpang nya. Tiba saya naik lari dari tujuan. Saya bilang ko beda arah nya. E rpanya driper nya salah penumpang. Gitu driper nya nyalah kan saya. Kan driper kurang ajar itu gk ada otak nya. E malah yg gojek pesanan saya makin di kensel nya saya. Entah kemna2 dia jemput nya,10552.805600322,15270.3791468971,negatif
Tolong untuk pembuatan akun customer di perketat lagi dengan harus foto selfi dengan KTP biar bisa dilacak dan di tindak . jangan hanya cukup gantin nomor telpon baru dan email baru saja sudah bisa buat akun baru . Yang ternyata hanya untuk melalukan order palsu merugikan kami sebagai driver ..,850.8678694281,1330.1089211148,negatif
"Pelayanan komplain sangat buruk, berkali kali telfon sama cs berkali2 pula responnya tidak menyenangkan. Via email juga begitu minta ini itu sudah dikasi. Tetep aja balesannya kami belum menerima file yang kami butuhkan. SISTEM KAMU ADA YANG SALAH! TOLONG PERBAIKI! ATAU KAMU AKAN KEHILANGAN PELANGGA...Ulasan LengkapPelayanan komplain sangat buruk, berkali kali telfon sama cs berkali2 pula responnya tidak menyenangkan. Via email juga begitu minta ini itu sudah dikasi. Tetep aja balesannya kami belum menerima file yang kami butuhkan. SISTEM KAMU ADA YANG SALAH! TOLONG PERBAIKI! ATAU KAMU AKAN KEHILANGAN PELANGGAN SETIA!!!!",2510.1289780549,2880.9557888221,negatif
"Kenapa gopay ku ngga bisa buat transfer lagi? Aku komplain tapi katanya akun ku ada transaksi tidak wajar. Apa coba maksud nya? Transaksi seperti apa maksudnya? Selama ini saya cuma transfer ke sesama gopay dan ke ATM terus salahnya dimana? Mohon lah untuk bijak, itu meresahkan kami yang memakai gop...Ulasan LengkapKenapa gopay ku ngga bisa buat transfer lagi? Aku komplain tapi katanya akun ku ada transaksi tidak wajar. Apa coba maksud nya? Transaksi seperti apa maksudnya? Selama ini saya cuma transfer ke sesama gopay dan ke ATM terus salahnya dimana? Mohon lah untuk bijak, itu meresahkan kami yang memakai gopay yang tiba-tiba diblokir tidak jelas.. Harap akun ku di kembalikan seperti semula",8599.0104135402,7271.3187900176,negatif
mau login aja susah banget!! bikin kesel banget !! udah masukin email juga harus pake no baru ah pokoknya gak bisa di pake cepet!! sekalian aja aq uninstal lagi. bye,512.9425879649,568.6487328371,negatif
Bismillah.. maaf kenapa ya... Kalau di aplikasi go jeg nya ada diskon tapi driver nya harga normal.. sya udah sering seperti ini .. kan gk sesuai .. mohon untuk himbauanny untuk kelancaran semua nya...,879.4187587976,690.294140739,negatif
"Saya sudah isi saldo di atm mandiri ,tapi saldo nya gak masuk, sudah 5 kali saya kirim email ke gojek,tapi tidak ada respon, kenapa cuma masalah sepele ,ribetnya minta ampun, permasalahan cuma di isikan aja ,udah selesai masalah,kenapa harus nunggu lama. Percuma perusahaan besar, yang punya karyawan...Ulasan LengkapSaya sudah isi saldo di atm mandiri ,tapi saldo nya gak masuk, sudah 5 kali saya kirim email ke gojek,tapi tidak ada respon, kenapa cuma masalah sepele ,ribetnya minta ampun, permasalahan cuma di isikan aja ,udah selesai masalah,kenapa harus nunggu lama. Percuma perusahaan besar, yang punya karyawan tapi masalah kecilpun tak bisa di selesaikan",4400.4712905994,5322.1712526814,negatif
"Pelayanan gojek tidak memuaskan, aku minta refund saldo gopay aku yg d no lama (hp aku d curi org) tpi banyak bgt syaratnya2..soalnya syarat2 yg d minta itu ada nya d hp saya yg kena curi...padahal sudah saya sampaikan ke cs nya klo hp saya d curi...tpi cs nya gk ngerti2... Pasti ada jalan??? Logo n...Ulasan LengkapPelayanan gojek tidak memuaskan, aku minta refund saldo gopay aku yg d no lama (hp aku d curi org) tpi banyak bgt syaratnya2..soalnya syarat2 yg d minta itu ada nya d hp saya yg kena curi...padahal sudah saya sampaikan ke cs nya klo hp saya d curi...tpi cs nya gk ngerti2... Pasti ada jalan??? Logo nya omong kosong!!!! Jangan bnyak2 deh isi gopay...susah nge refund nya!!!",9681.4181504846,12453.426163609,negatif
"Sekarang sudah jarang kasi voucher. Sekalipun kasi voucher beli dan waktunya cuma 7 hari, sama aja bohong. Sabtu Minggu kan libur kerja. Pelanggan dirugikan. Padahal saya kalo tiap bulan rutin top up. Kalo begini terus ga ada yang minat pake goride/gocar",879.9719755,1288.4338736978,negatif
Pengalaman buruk yang saya terima menggunakan aplikasi gojek untuk fasilitas gopay nya baru pertama kali pakai udah merugikan saya. Kapok saya. Ogah saya pakai ini fasilitas ini lagi.,347.2835027521,355.4008652299,negatif
"Aplikasi tidak mengirimkan kode saat saya ingin sign up, saat kembali aplikasi blank putih hanya menampilkan label ""Lanjutkan"" dibagian bawah, tidak merespon sama sekali. Ketika saya sign up ulang, tidak dapat mengulangi pengiriman kode dengan nomor yang sama :) pengalaman pendaftaran akun yang sang...Ulasan LengkapAplikasi tidak mengirimkan kode saat saya ingin sign up, saat kembali aplikasi blank putih hanya menampilkan label ""Lanjutkan"" dibagian bawah, tidak merespon sama sekali. Ketika saya sign up ulang, tidak dapat mengulangi pengiriman kode dengan nomor yang sama :) pengalaman pendaftaran akun yang sangat buruk, ketika saya sedang benar-benar membutuhkan.",4287.1285150969,5470.3852238655,negatif
"Ini kok gojek saya gk bisa di gunakan ya ? Pas saya buka aplikasi nya ada tulisan masukkan pin, membuat pin apalah itu ihh kesel padahal gojek saya ini make nomor hp yg lama. jadi saya bener2 gk bisa gunain lagi nih. Aneh. Jangan kayak gini dong, gk bagus banget lama lama deh ah.. Yg awal nya bisa d...Ulasan LengkapIni kok gojek saya gk bisa di gunakan ya ? Pas saya buka aplikasi nya ada tulisan masukkan pin, membuat pin apalah itu ihh kesel padahal gojek saya ini make nomor hp yg lama. jadi saya bener2 gk bisa gunain lagi nih. Aneh. Jangan kayak gini dong, gk bagus banget lama lama deh ah.. Yg awal nya bisa di gunakan sekarang jadi gk bisa garagara pin.",7801.0401176333,9687.9212053701,negatif
"Aplikasi y kok jadi gini sekarang, buat apa² lemot banget saya ngga bisa pesan gojek, go food "" server tidak apa lah,kadang² minta pembaruan pin tapi ngga bisa dipebarui. Saldo susah update, tolong beri solusi biar bisa kaya dulu lagi akun saya",1205.3679992406,1312.2236724484,negatif
"Maaf saya bintang satu karena saya tarik tunai gopay udah 3 hari duit gak nyampe2 rekening, udah laporan CS by email ama by phone selalu bilangnya dalam proses. Kalo emang belom becus bikin fitur withdraw mending gak usah bikin. Sungguh mengecewakan. Saya gak tau uang saya nyangkut dimana, dipohon k...Ulasan LengkapMaaf saya bintang satu karena saya tarik tunai gopay udah 3 hari duit gak nyampe2 rekening, udah laporan CS by email ama by phone selalu bilangnya dalam proses. Kalo emang belom becus bikin fitur withdraw mending gak usah bikin. Sungguh mengecewakan. Saya gak tau uang saya nyangkut dimana, dipohon klapa kali.",6519.1759505059,8038.6578308709,negatif
"Saya kasih bintang satu, karna waktu saya pesan Go-Jek proses pencarian gojeknya lama dan tidak di temukan gojeknya. Pas selesai pencarian eh malah tidak ditemukan. Terus saya pesan lagi karna lama saya batalkan dan itu saya ulangi beberapa kali eh malah di bekukan...",825.7736598634,962.9501858055,negatif
"app versi baru ini gak ada gunanya, gak bisa di gunakan, semuanya blank putih. uda uninstall, kemudian install dari playstore malah gak bisa login bufer terus gak ada notifikasi sms. parah banget, uninstall lagi cari versi lama nya, uda dapat install baru bisa login dapat notifikasi sms. tapi bgt di...Ulasan Lengkapapp versi baru ini gak ada gunanya, gak bisa di gunakan, semuanya blank putih. uda uninstall, kemudian install dari playstore malah gak bisa login bufer terus gak ada notifikasi sms. parah banget, uninstall lagi cari versi lama nya, uda dapat install baru bisa login dapat notifikasi sms. tapi bgt di update versi baru dari playstore, sama aja gak bisa di gunakan blank putih. di revisi kembali versi terbarunya.",7998.5597520924,9686.3178392724,negatif
"Saya udh ga mau lagi pakai aplikasi ini, karena saya pesan Go Car dan jelas² saya pakai promo dri 14k ke 6k, tapi saya di tolak mentah² dri drivernya, katanya aplikasinya error tpi saya lihat sendiri aplikasinya nggak error, menurut saya drivernya nggak mau rugi",717.5479913515,791.3267978059,negatif
"Saya 2x mengalami masalah gopay. Pertama, gopay saya tiba2 jadi 0rp, dan kebetulan waktu itu lagi di luar malam hari dan tidak membawa dompet:)) kedua, kemarin saya topup via ATM mandiri transaksi berhasil namun saldonya tidak bertambah, pihak cs nya juga slow respon:(",949.5584669294,925.5142429517,negatif
Hari ini saya kena tagih yang saya tidak pernah lakukan. Sebesar 36.000 ditambah denda 2000. Saya lihat tagihan go food. Oadahal daerah saya tidak ada gojek apalagi gapay. Kok bisa saya kena tagih gofood pay later tanpa konfirmasi lagi. Pikoknya kecewa banget.,745.2711196485,1294.6514175683,negatif
"Saya heran, pake gojek dh lama terutama gofood, sering topup gopay, tapi ga dikasih paylatter, giliran temen baru download trus upgrade pake layanan paling 3x langsung dikasih paylatter, ga ngerti sistemnya gmn!!??",601.0127028278,475.8361062287,negatif
"Saya belum kasih bintang karena selalu gagal apgrade Di larang TOP UP saldo sebelum aplikasi GOJEK kamu di apgrade,nanti kamu nyesel dan kecewa,,ini pengalamanku,saya sudah 12x apgrade selalu gagal dan saya searching di google untuk cara mengatasinya sudah sya lakukan dan slalu gagal,kirim email pun...Ulasan LengkapSaya belum kasih bintang karena selalu gagal apgrade Di larang TOP UP saldo sebelum aplikasi GOJEK kamu di apgrade,nanti kamu nyesel dan kecewa,,ini pengalamanku,saya sudah 12x apgrade selalu gagal dan saya searching di google untuk cara mengatasinya sudah sya lakukan dan slalu gagal,kirim email pun sepertinya jawabannya autoreplay maksudku jawabannya itu2 aja, yang akhirnya sampai sekarang saldo di aplikasi tidak bisa di gunakan sama sekali, UANG BUANG SIA2.. pihak GOJEK mohon solusinya 🙏",5663.9409894515,7929.3302845124,negatif
"Males.. Bukannya mempermudah, malah bikin susah. Cari driver selalu lama, driver datang juga lama, giliran udah ada bawanya lama juga, driver jarang bawa kembalian (tadinya niat bayar lebih, gitu terus kesannya kayak dimodusin. Apalagi driver gocar sombong2 mentang2 yg punya mobil.. (Gak ada pelatih...Ulasan LengkapMales.. Bukannya mempermudah, malah bikin susah. Cari driver selalu lama, driver datang juga lama, giliran udah ada bawanya lama juga, driver jarang bawa kembalian (tadinya niat bayar lebih, gitu terus kesannya kayak dimodusin. Apalagi driver gocar sombong2 mentang2 yg punya mobil.. (Gak ada pelatihan pelayanan costumer dulu apa gimana) Fixlah, uninstal",3135.555000964,3056.2813071772,negatif
"Tolong dong!! Saya tidak bisa mengakses aplikasi gojek saya, karna setiap kali masuk, harus melakukan pengaturan PIN, berkali kali saya lakukan tapi kode OTP tidak pernah masuk atau terkirim ke nomor hp saya yang sudah saya daftarkan!! Mohon solusinya!! Kalo seperti ini terus mau ga mau saya bakal u...Ulasan LengkapTolong dong!! Saya tidak bisa mengakses aplikasi gojek saya, karna setiap kali masuk, harus melakukan pengaturan PIN, berkali kali saya lakukan tapi kode OTP tidak pernah masuk atau terkirim ke nomor hp saya yang sudah saya daftarkan!! Mohon solusinya!! Kalo seperti ini terus mau ga mau saya bakal uninstall aja aplikasinya!! Karna sungguh mengecewakan sekali!! Sudah dulu saya setiap kali pesan gofood makanan yang diterima tidak sesuai dengan orderan, dan terjadi berulang kali!!",6608.8305802185,5728.852804062,negatif
"Saya kecewa dengan perlakuan gojek, saya top up gopay tapi tidak masuk masuk, saya sudah gmail gojek 20 kali belum ada balesan selama 3 hari, saya kecewa banget waktu nelfon callcenter nya ga ada yg percaya, bukti saya sudah top up dan bukti terkirim dan belum masuk ke gopay nya, saya kecewa banget ...Ulasan LengkapSaya kecewa dengan perlakuan gojek, saya top up gopay tapi tidak masuk masuk, saya sudah gmail gojek 20 kali belum ada balesan selama 3 hari, saya kecewa banget waktu nelfon callcenter nya ga ada yg percaya, bukti saya sudah top up dan bukti terkirim dan belum masuk ke gopay nya, saya kecewa banget sama aplikasi gojek ini, ga ada yg bantuin buat ngembaliin uang saya, buat makan itu bro bukan buat sombong, dasar gojek penipu korupsi",9248.4067713934,12354.027781579,negatif
Pengalaman pertama gw saat order go food . Sabtu 7 desember 2019 / 22:45 . Pesan paket nasi ayam dada 21 rb Nasi 5 rb Kol goreng 3 rb Sambel 3 rb Ongkos nya 4 rb Total 36 rb Yang sampe pas di buka mau makan . Tempe 3 biji per 2.5 rb Lele 2 biji per 10 rb Nasi 5 rb Ongkos 4 rb Total 36.5 rb Kenapa ti...Ulasan LengkapPengalaman pertama gw saat order go food . Sabtu 7 desember 2019 / 22:45 . Pesan paket nasi ayam dada 21 rb Nasi 5 rb Kol goreng 3 rb Sambel 3 rb Ongkos nya 4 rb Total 36 rb Yang sampe pas di buka mau makan . Tempe 3 biji per 2.5 rb Lele 2 biji per 10 rb Nasi 5 rb Ongkos 4 rb Total 36.5 rb Kenapa tidak sesuai pesanan yang di aplikasi ? Hanya bebagi pengalaman saja kawan kawan . Nasi 5 rb,20446.9678729471,21867.32652046,negatif
Apa penyababnya kenapa saya tidak dapat memberikan rating/bintang kepada pengemudi... Sya goshop barang sudah di antar..tp sy tdk dapat lht riwayat/history orderan..dan tdk bisa memberikan rating... Ini sangat di sayangkan.. antarnya murah tp ga bs ksh rating.,874.3077611006,745.8869491454,negatif
"Di aplikasi Gojek Custome update terbaru, untuk gofood lagi erorr alias ngawur... resto yang lagi tutup semuanya tampil... otomatis customer bingung... apalagi urutan resto yg terdekat... semuanya acak... bukan dari urutan yang terdekat... mohon segera diperbaiki",630.5319969483,584.8832790369,negatif
"Gojek sekarang sudah curang. Saya gak melakukan transaksi apapun. Tapi tiba2 saldo terpotong 28000 tanpa saya ketahui, di pesan masuk nya keterangan nya pembayaran di google tapi saya gak transaksi apapun. Masak pelanggan sudah setia sama aplikasi masih di curangi tiba2 saldo terpotong sendiri. Mend...Ulasan LengkapGojek sekarang sudah curang. Saya gak melakukan transaksi apapun. Tapi tiba2 saldo terpotong 28000 tanpa saya ketahui, di pesan masuk nya keterangan nya pembayaran di google tapi saya gak transaksi apapun. Masak pelanggan sudah setia sama aplikasi masih di curangi tiba2 saldo terpotong sendiri. Mending uninstal aja ni aplikasi yang katanya buatan anak bangsa.",3427.5556392979,3456.7330600574,negatif
"Kalau ngasih promo ke akun yang sudah lama , bukan malah kasih promo akun baru. Nyatanya bnyak yg pake no luar negri untuk memanfaatin promo pengguna baru, gak paham gue ke gojek yang katanya karya anak bangsa akun yang ratingnya udah bagus gak sedikitpun dikasih promo, tapi pengguna baru malah di k...Ulasan LengkapKalau ngasih promo ke akun yang sudah lama , bukan malah kasih promo akun baru. Nyatanya bnyak yg pake no luar negri untuk memanfaatin promo pengguna baru, gak paham gue ke gojek yang katanya karya anak bangsa akun yang ratingnya udah bagus gak sedikitpun dikasih promo, tapi pengguna baru malah di kasih, mnurut gue bego, beda sama akun grab yang semakin banyak order makin banyak promo, auto uninstal",9714.9415587938,9485.9944854384,negatif
mohon GPS akurasinya lebih di tingkatkan lagi.karna saya order go food biaya kirim sampai Rp 18.000 yg dimana route pengiriman di putar jauh.padahal bisa langsung belok kalau saya taruh titik di bawah hanya 10 rb biaya pengiriman.tapi ini melewati titik pengiriman di putar jauh sekitar 2KM baru kemb...Ulasan Lengkapmohon GPS akurasinya lebih di tingkatkan lagi.karna saya order go food biaya kirim sampai Rp 18.000 yg dimana route pengiriman di putar jauh.padahal bisa langsung belok kalau saya taruh titik di bawah hanya 10 rb biaya pengiriman.tapi ini melewati titik pengiriman di putar jauh sekitar 2KM baru kembali ke titik yg sudah di lewati?kenapa?supaya ongkos nambah ??? apa bagaimana?,6227.0045130288,4356.153077746,negatif
"Cuma mau upgrade aja dipersulit, mana foto KTP rusak padahal gak rusak, gambar blur padahal gak blur, inti e wae!! Mana sudah terlanjur isi saldo, buat yang laen jangan isi saldo dulu kalo belum di upgrade",913.8515975822,1018.0219805071,negatif
"sering sekali mendapati restoran yg tutup bahkan sdh lama tutup, tp di aplikasi tidak di beri keterangan tutup. susah sekali mendapatkan ojol gofood pd mlm hari di kota manado, serta sangat sering dpt ojol yg posisinya jauh sekali dr tmpt makan yg di order. Dan titip pd aplikasi gojek salah salah, t...Ulasan Lengkapsering sekali mendapati restoran yg tutup bahkan sdh lama tutup, tp di aplikasi tidak di beri keterangan tutup. susah sekali mendapatkan ojol gofood pd mlm hari di kota manado, serta sangat sering dpt ojol yg posisinya jauh sekali dr tmpt makan yg di order. Dan titip pd aplikasi gojek salah salah, tidak tepat titik nya malah salah titik pdhal sudah menuliskan alamat lengkap, dan di buat memutar arah jln nya, swngaja biar ongkos jd besar, kelewatan ni aplikasi gojek",7907.5819523269,9024.0384729659,negatif
Kadang promo promo gojek ga jelas. Contoh. 1.Saya punya point. Saya mau tuker voucher go ride 3000 ga bisa kata nya saya sudah tukar. 2 .Disuruh masukan kode voucher UNTUKMU pas udah masukin kode nya sudah kadaluwarsa. Pokok nya masih banyak lagi nyg ga jelas. Kalau niat kasih promo yg benar donk,1465.7047219849,1347.9755849649,negatif
"Aplikasi GO-BLOK Udah isi Gopay ratusan ribu nggak bisa dipake, huasyu.. Gagal Memuat terus, aplikasi nyusahin orang, udah lelet banget aplikasi nya, gopay nggak bisa dipake Balikin duit gw.. Parah Go-Blog",297.9492997792,227.8340525779,negatif
Tolong dong customer diberi fasilitas utk memberi penilaian dan komentar terhadap resto resto go food. Karna kabanyakan resto banyak yg gk sesuai dengan penjabaran dan tampilan menu yg di tampilkan di aplikasi. Ditambah harga yg mahal dan porsi yg sedikit.,1030.5139933548,1027.5854504897,negatif
"Setiap buka selalu tidak bisa, selalu tidak ada internet , padahal data hidup dan masih banyak paket data, untuk ig dan youtobe lancar,,, masak setiap mau pakai gojek harus reinstall dulu..payahh",453.0809406739,420.0970204381,negatif
