komentar,sentimen
"Aplikasi ini sangat membantu perjalanan costamer,,tetapi knpa ad sebagian driver yg mangeluh masalah orderan yg gacor2 yg anyep-anyep, kenapa gak d bagi rata, padahal yg gacor itu milih2 orderan seharusnya yg milih2 orderan itu yg d bikim anyep.. Krn kerjanya males, justru yg yg rajin itu harus",positif
Aplikasi ini sangat membantu saat di butuhkan dan driver nya juga baik dan ramah pokoknya aplikasi ini bagus sangat dah,positif
Aplikasi ini Sangat membantu saya . Terimakasih atas aplikasi gojek ini . Sekali lagi saya berterimakasih,positif
"Aplikasi ini Sangat membantu saya banget karna posisi rmh sya dgn stasiun dan jalan raya lumayan jauh bngt, semenjak ada gojek sngt2 ngebntu aktivitas shri2 saya tolong jgn di hapus",positif
Aplikasi ini sangat membantu saya dalam beraktivitas,positif
Aplikasi ini sangat membantu saya dalam berjalan kesana kisini,positif
Aplikasi ini sangat membantu saya untuk bepergian kemana mana dan memuaskan saya,positif
aplikasi ini sangat membantu saya untuk memudahkan semua pekerjaan saya. terima kasih gojek.,positif
Aplikasi ini sangat membantu saya untuk mengantar atau menjemput ke mana pun yang saya mau dan bisa pesan makan sesuai yang di ingin kan saya setuju ada aplikasi ini dan kalau ada yang di per bagus tolong di perbagus gambar aplikasi nya yang keren itu saja,positif
"Aplikasi ini sangat membantu sekali,,driver yg ramah & tanggap.tolong di tingkatkan promo nya untuk pengguna lama khususnya voucher goride & gofoodnya. Thanks",positif
"Aplikasi ini sangat membantu sekali,memudah kan saya membeli makan ga perlu harus antri",positif
Aplikasi ini sangat membantu sekali. Kebutuhan menjadi instan didapatkan tanpa perlu keluar rumah.,positif
"Aplikasi ini sangat membantu,jadi kita tidak perlu keluar rumah pokok nya nice deh aplikasi ini😁",positif
aplikasi ini sangat membatu saya untuk lebih capat lagi berangkat kerja,positif
Aplikasi ini sangat memuaskan saya bsa bisa pesan tanpa harus cape cape pergi kesana ke sini,positif
Aplikasi ini sangat mudah digunakan terutama untuk ibu-ibu. Harga terjangkau dan mendapatkan kenyamanan,positif
Aplikasi ini semakin hari semakin lengkap fiturnya ada baiknya yang belum download segeralah untuk menggunakannya.,positif
Aplikasi ini sngat membantu,positif
"Aplikasi ini sngt membantu sy,pa lgi klo sy pngen mkn enak tpi mager",positif
Aplikasi jasa terbaik..👍🏻,positif
"Aplikasi karya anak bangsa tp merugikan bangsa, terutama mitra nya",positif
"Aplikasi karya anak bangsa yang sangat bermanfaat untuk semua orang, terutama mampu menciptakan lapangan kerja dan menggerakan roda perekonomian Indonesia. Terima kasih founder",positif
Aplikasi Karya Anak Bangsa!!,positif
"Aplikasi keren, suka banget setia setiap saat. Cuma minta tolong lebih tekankan lagi kepada driver di saat musim hujan seperti ini haru membawa jas huja untuk customer. Terimakasih",positif
Aplikasi lengkap. Memudahkan segala aktifitas. Gojek is the best aplikasi Indonesia,positif
aplikasi mantap. bikin mempermudah hidup kita,positif
aplikasi mantap👍... sanggat profesional dan membantu disaat kita aktifitas..,positif
Aplikasi mantaps terus apdate dan dukung terus karya anak bangsa indonesia,positif
Aplikasi membatu beli maknan sekarang ga perlu keluar lagi makasih Gojek😊,positif
Aplikasi memberikan pelayanan terbaik untuk kita semua,positif
Aplikasi menjanjikan Sip deh pokok nya,positif
"Aplikasi msh kadang eror, driver udah sampe / jalan tetep ga mau jalan di aplikasi. Mohon lebih di tingkatkan. Trmksh",positif
Aplikasi ngga pake ribet dan cepet,positif
Aplikasi nya bagus banget Tapi tolong untuk beli pulsa jangan hanya telkomsel aja buat lah XL atau gk Axis ya Terima kasih Gojek👍👍,positif
"Aplikasi nya bagus kalau bosan di rumah untuk keluar beli makanan tinggal pesan pesanan nya cepat sampai dan terpercaya bisa bayar juga menggunakan gopay dan bisa pesan atau bayar yang lain . dan murah ada juga diskon nya dan voucer,chasback.pokonya mantap",positif
Aplikasi nya bagus membantu orang banyak... Tapi sy Heran dgn aplikasi driver saya.. Sudah mau 2 bln ini... Susah dpt orderan dari semua jenis layanan yg di tentukan gojek.. Sprti GOSEND..GOFOOD.. GORIDE DLL. satu pun tdk masuk dr pagi sampai malam dari versi 4.11.1 hingga saat ini versi 4.13.0 sang...Ulasan Lengkap,positif
"Aplikasi nya sangat membantu, saya sangat berterimakasih sekali dengan aplikasi dan mas ojol nya membuat saya bisa kemanapun tanpa tersesat dan pesen makanan kapanpun disaat lapar.",positif
"Aplikasi recommended,tidak bertele tele, bagus..berbagai pesanan mudah, simple,banyak promo, customer service sigap,juooossss😘😘",positif
Aplikasi sangat bagus aku sangat senang ada goojek I love you,positif
Aplikasi sangat membantu kelancaran aktivitas setiap hari.,positif
Aplikasi sangat membantu sehari-hari pertahankan Nice,positif
"Aplikasi sangat membantu untuk kita"" Yg males keluar cari makan",positif
"Aplikasi sangat membantu,tapi ini kenapa jadi ongkir buat gofoodnya naik drastis yaa bikin kantong anak kos meringis nih huhu",positif
Aplikasi sangat membantu.. Jaya karya anak bangsa.. Jangan produk luar yg dibanggakan,positif
Aplikasi sangat rekomendet .. Tapi pertanyaan saya .. kenapa aplikasi saya masih belum juga mendapatkan paylater s.d saat ini .. mohon dibantu dan di chek kredibelitas saya di aplikasi saya .. terima kasih.,positif
"Aplikasi saya ga bisa dari td malam. Mau order sampe pagi ini juga ga bisa..servernya lg diperbaiki infonya.. padahal suami saya border, bisa. Tolong dibantu. Krn gopay saya msh 100k di dalam",positif
Aplikasi saya kenpa pas udh nulis tujuan tiba tiba keluar sendiri ya?,positif
Aplikasi serba guna tapi sayang buat isi token listrik belum ada .,positif
Aplikasi serbaguna bagi pekerja keras yang mengutamakan waktu lebih bermanfaat,positif
Aplikasi sering muter muter kalaw pesan orderan. Sama voucher food ga ada. Pengen order jadi mikir 2 kali,positif
Aplikasi sngt bagus dn bermanfaat bg semua untuk kseluruhnnya ditingkatkan saja ya..,positif
"Aplikasi taik, kenapa gua ga bisa login, taik emang, tau lagi mau pesen makan",positif
Aplikasi terbaik dalam hidup saya... serasa ga bisa hidup tanpa gojek... LONG LIVE GOJEK!!!!,positif
Aplikasi terbaik yg sangat membantu. Terus tingkatkan pelayanan,positif
Aplikasi terbaru sangat simple mudah dan praktis..sesuai dengan ciri ciri masyarakat Indonesia,positif
Aplikasi transport online terbaik,positif
"aplikasi versi baru setelah update tolong di bikin lebih ringan jangan malah semakin berat ; jangan terlalu bnyk memakan memori internal perangkat.versi 3.42.3 lumayan bagus , mohon terus di tingkatkan kemudahan menggunakannya dan tidak ketinggalan promo- promo nya gopay dalam membantu budaya cashle...Ulasan Lengkap",positif
"aplikasi yang bermanfaat, banyakin promo-promo-nya agar bisa lebih ramai lagi para pengguna aplikasi-nya.",positif
"Aplikasi yang bermanfaat,untuk mobilitas tinggi.tapi kadang agak sedikit telat untuk bisa masuk aplikasi.moga kedepan makin baik dan cepat",positif
Aplikasi yang cukup membantu. Sayangnya pada jam-jam sibuk server sering kali jadi lelet.,positif
"Aplikasi yang di butuhkan dan sangat membantu,terima kasih gojek",positif
Aplikasi yang hebat tapi sekarang sudah berkurang promo potongan harganya..tolong dong ada voucher go ridenya..,positif
"Aplikasi yang kekinian ,karena sangat mempermudah kebutuhan sehari-hari #Gojek apk masa kini Note:Semoga kedepan nya tambah bagus aplikasi nya",positif
Aplikasi yang memberikan banyak kemudahan bagi anak kos :),positif
"Aplikasi yang modern, tapi kenapa drivernya pada ngeluh? Itu karena sistem Gojeknya yang pilih2 driver, jadi kasian driver2 yang akunnya pada di anyepin, Saya mohon kpd PT GI kasiani nasib para driver yang akunnya d anyepin, beri mereka kelancaran order, biar mereka tetap tersenyum, karena setiap ka...Ulasan Lengkap",positif
"Aplikasi yang ngebantu banget, ga pernah ngecewain, cuma kalau hujan kita mesti sabar soalnya sering dpt driver yang jauuuuh",positif
Aplikasi yang paling recomended banget bagi kalian yang transfer ke rekening lain walaupun kalian nggak punya akun bank.dan biaya adminya juga lebih murah.,positif
Aplikasi yang sangat amat membantu. Saya suka maka akan saya kasi bintang 5 trima kasih gojek,positif
Aplikasi yang sangat berguna Saya senang dengan aplikasi ini,positif
Aplikasi yang sangat membantu,positif
Aplikasi yang sangat membantu aktivitas sehari2...,positif
"Aplikasi yang sangat membantu banget. Karena gak cuma bisa anter jemput doang, tapi tersedia juga layanan sehari2. Semoga aja makin berkembang",positif
aplikasi yang sangat membantu dalam kehidupan sehari hari dalam bidang transportasi dll :)maju terus PT.Aplikasi Karya Anak Bangsa,positif
Aplikasi yang sangat membantu dan bermanfaat baik .. Terima Kasih Gojek,positif
"Aplikasi yang sangat membantu di bagian transportasi. Semua jadi lebih mudah dan ringkas, pas untuk memanjakan diri.. Tanks Gojek semanangat semuga sukses selalu..",positif
Aplikasi yang sangat membantu di dalam segala hal. #pasti ada jalan. Ayo gunakan tranportasi karya anak bangsa.. .,positif
Aplikasi yang sangat membantu di era yang serba cepat,positif
Aplikasi yang sangat membantu jadi gak usah jauh jauh ke pangkalan ojek.jadi tambah mager 😂,positif
Aplikasi yang sangat membantu kebutuhan hidup masyarakat Indonesia,positif
Aplikasi yang sangat membantu memudahkan segala macam kebutuhan saya setiap hari.. trimakasih gojek,positif
Aplikasi yang sangat membantu mobilitas sehari hari. Terima Kasih,positif
"Aplikasi yang sangat membantu saya, tambahkan lagi promonya!",positif
aplikasi yang sangat membantu sekali di kegiatan sehari-hari,positif
Aplikasi yang sangat membantu sekali..,positif
Aplikasi yang sangat membantu turut bangga karya anak indonesia.... Maju terus,positif
Aplikasi yang sangat membantu... maju terus gojek,positif
Aplikasi yang sangat membatu sekali,positif
Aplikasi yang sangat memudahkan dalam kehidupan sehari hari. Terimakasih Gojek,positif
"aplikasi yang sangat sangat membantu di kala lapar,capek,dan lain lain pokonya recomend deh!!! yang paling saya suka dari gojek adalah harganya yang sangat murah",positif
Aplikasi yg bagus banget...pokonya keren deh broo...yg gag download nyesel,positif
Aplikasi yg bagus tp kok aq bisa order lagi yaa,positif
Aplikasi yg bagus.. dan saya merasa puas akan pelayanannya 😊,positif
Aplikasi yg bagus.sangat membantu dalam segala kebutuhan.,positif
Aplikasi yg baik dan sangat membantu..,positif
"Aplikasi yg banyak manfaatnya,membantu perjalanan saya dan keluarga,smg promo nya juga semakin banyak,demikian juga pemakaian lebih di permudah untuk semua tempat.",positif
"Aplikasi yg berguna, terima kasih Gojek",positif
Aplikasi yg luar biasa banget dah pokoknya bisa ngebantu mempermudah segala macam urusan 😍,positif
"Aplikasi yg membuat saya merasa terbantu disaat di butuhkan,👍👍👍👍👍",positif
Aplikasi yg memudahkan bagi masyarakat untuk kepentingan nya... Tq,positif
"Aplikasi yg menjadi andalan,cepat,ramah,aman dan harganya yg terjangkau.",positif
Aplikasi yg mudah d gunakan n sangat membantu..sukses selalu...,positif
Aplikasi yg pas buat kebutuhan sehari hari... Aku suka,positif
Aplikasi yg sangat bagus gampang ketika mau pergi.,positif
Aplikasi yg sangat bermanfaat banget buatku,positif
Aplikasi yg sangat bermanfaat dan berfaedah,positif
"Aplikasi yg sangat bermanfaat, n moda transportasi yg sangat membantu",positif
"aplikasi yg sangat bermanfaat,mmudahkan urusan yg blm selesai🥰🥰aq suka bnget ...hanya masukan sebaikx driver sdia payung sebelum hujan🙃jas hujan maksudx😄🤭.....",positif
Aplikasi yg sangat di butuhkan oleh anak bangsa,positif
aplikasi yg sangat membanggakan,positif
Aplikasi yg sangat membantu 👍 sukses terus buat gojek.,positif
Aplikasi yg sangat membantu bagi yg sangat sibuk...,positif
aplikasi yg sangat membantu banget pada jaman now..thanks driver,positif
Aplikasi yg sangat membantu banget...,positif
"Aplikasi yg sangat membantu dlm kesulitan, kesulitan mencari makanan d saat lapar. Semoga gojek Indonesia semakin sukses 🙏",positif
Aplikasi yg sangat membantu dri karya anak bangsa,positif
"Aplikasi yg sangat membantu kita di manapun berada , selain drever nya ramah juga bawa penumpang itu sangat baik dan samapi di tujuan dengan baik. Semoga dengan adanya aplikasi ini kedepan nya makin baik dan jaya selalu. Gojek selalu di depan Kalo bisa jangan sampai bikin penumpang kecewa dengan tin...Ulasan Lengkap",positif
Aplikasi yg sangat membantu masyarakat:) Trimakasih...,positif
"Aplikasi yg sangat membantu perjalanan, keperluan sehari2 dll. Tanpa bikin ribet.. top dech 😍",positif
Aplikasi yg sangat membantu sekali ... Terutama layanan gofood nya ...,positif
Aplikasi yg sangat membantu sekali..liburan ditempat yg belum hapal tempat sekalipun gak ada kwatir lagi..,positif
"Aplikasi yg sangat membantu, di saat sya laper. Apa aja ada. Makan,minum,roko,kopi pokoknya semua bisa di pesan melalui aplikasi ini.",positif
"Aplikasi yg sangat membantu, mempermudah dalam perjalanan semoga layanan slalu memuaskan pengguna👍👍",positif
"Aplikasi yg sangat membantu, pokoknya top markotop👍👍👍👍👍",positif
Aplikasi yg sangat membantu... Apalagi dngan pay laternya 😁,positif
Aplikasi yg sangat membatu kebutuhan sya sehari2 mantap buat gojek,positif
"Aplikasi yg sangat"" membantu dan memudah kan perjalan saya..semua driver nya ramah dan standart...trimakasi banyak gojek..membantu memberikan pekerjaan juga..terimakasi jaya terus gojek.",positif
"Aplikasi yg selalu bisa membantu kita pergi ke tempat tujuan kita, dan membantu membelikan barang yg kita mau, tanpa harus keluar rumah, terimakasih gojek",positif
Aplikasi yg Serba Bisa Dan Gampang. Di Gunakan Mantap.,positif
Aplikasi yg sgt membantu dan mempermudah untuk bepergian.bayar2 dan beli makanan serta untuk nganter brg.,positif
"Aplikasi,gojek ini memudah kan saya saat mau perjalanan, terimakasih gojek semoga kedepan nya , lebih baik",positif
Aplikasih anak bangsa dg sejuta manfaat..para pengguna apk ojol laen ny kurang cinta karya anak bangsa..hidup gojek maju terus pt.gi..sejahterakan lah driver ny tanpa timbang pilih..tolong benahi karyawan it ny yg mengatur arus order..kasian para driver polosan..member tetap berjaya..yg buat apk moo...Ulasan Lengkap,positif
"Aplikasini ini sangat membantu saya,apalagi buatan indonesia",positif
Aplikasinya bagus banget buat orang yang lagi lapar tapi mager. Para drivernya juga baik*. Semoga ada upgrade yg lebih bagus lagi kedepannya buat gojek.,positif
Aplikasinya bagus banget..... Kalau kta orang di bawah sana mungkin bisa terjadi Karena setiap aplikasi atau orang pasti mempunyai Kekurangan.. Hargai kekurangannya itu..,positif
"Aplikasinya bagus bisa order makanan, minuman dah pokok nya bagusssss banget deh!!!!",positif
Aplikasinya bagus cuma sayang saya mau update nggak biasa itu saya bisa sampai 10 juta pakai KTP ditolak katanya KTP rusak pada LAN masih bisa jelas cuma pinggir-pinggir kena oli mesin gimana kamu kena lah saya kerjanya aja di bengkel mobil,positif
Aplikasinya bagus karena bisa bayar dari hp langsung pakai scan,positif
"Aplikasinya bagus para driver nya ramah ramah,aplikasi ini bagus untuk keadaan terdesak",positif
Aplikasinya Bagus saya suka sangat membantu transaksi,positif
"Aplikasinya bagus, sangat membantu.",positif
"Aplikasinya bagus, tapi sayang mahal kali biayanya enggak kyk grab murah murah",positif
"aplikasinya bagus, tapi tidak bisa jadi patokan utama untuk berpergian sehari2, ujung2nya hrs membawa kendaraan sendiri, karna mungkin lokasi dan urusan pribadi yang membuat driver tidak mengambil orderan, Soalnya ini pernah saya alami hehehe, ttp maju GOjek",positif
"Aplikasinya bagus. Cuma untuk nge gojek,tolong cari yg gak gatek ya. Biar bisa baca posisi",positif
Aplikasinya bagus... Bisa dipercaya. Aman. Dan nyaman,positif
"Aplikasinya cukup bagus, ya walaupun di daerahku belum ada transportasi gojek tapi aplikasi ini cukup membantu untuk top up di codashop menggunakan GOpay. Terimakasih kepada gojek. Cashback gopay buat top up game harus sering sering ada ya :v",positif
Aplikasinya gojek sangat bagus dan mudah di pahami dan banyak cash back nya... terimakasih gojek,positif
aplikasinya membantu bgttt! <3,positif
"Aplikasinya mudah di pahami, simpel, efektif juga kalo pas lagi sibuk di kantor,",positif
"Aplikasinya nyaman banget jadi kalo mager tpi laper kan aku bisa pesen,cepet lagi... semoga tidak ada perubahan sampai besok",positif
Aplikasinya sangat bagud sekali dan juga mapnya sesuai dengan tempat saya berada aplikasi buatan anak negri memang jauh lebih bagus,positif
"Aplikasinya sangat bagus dan mudah dalam penggunaannya. Tetapi, pelayanan kurir Go-Send nya jelek sekali, sangat tidak ramah dan marah-marah. Saya mau komplain tapi tidak ada kotak komplain pengiriman dan live tracking nya tidak jalan. Apakah gps kurir atau kah server Gojek sedang error saya kurang ...Ulasan Lengkap",positif
Aplikasinya sangat bagus sekali karena untuk beli pulsa dan kuota gampang sekali sangat hemat pokoknya terima kasih kepada yang sudah membuat aplikasi ini semoga sehat selalu banyak rezekinya semoga lebih baik ke depannya untuk gojek...,positif
"Aplikasinya sangat berguna, sangat aman dan nyaman",positif
Aplikasinya sangat membantu saya dikegiatan sehari- hari,positif
Aplikasinya sangat membantu saya Lebih memudahkan dalam segala hal,positif
"Aplikasinya sangat membantu,,,,,trmksh makin baik k dpn nya yaaaa",positif
"Aplikasinya sangat membantu,terutama pada saat liburan kematin.trimakasih Gojek👍🏻😁",positif
Aplikasinya semakin baik..drivernya juga baik baik semua..,positif
App bagus sangat membantu sy sehari2,positif
"App nya sangat interàktif, dan mudah dimengerti",positif
Applikasi ini sngat bagus untuk memudahkan penggunanya beraktivitas dan memenuhi kebutuhan tapi ada beberapa kekurangan salah satunya layanan go food. Terdapat perbedaan harga antara yg tertera d applikasi dan real yg ada di restoran. Saya tidak tau apakah benar harganya sudah sesuai yg di applikasi...Ulasan Lengkap,positif
"Apps luar biasa aku hanya mengucapin aja ya LOVE.....Apps ini sangat berguna untuk keluarga saya...............................karena apapun itu bisa beli disini tanpa shoope,toko pedia,lazada,dan sebagainya apps yang bisa untuk belanja online............................................................Ulasan Lengkap",positif
"Apresiasi KARYA ANAK BANGSA Cintai Produk Asli Indonesia. Untuk Costumer / Mitra : Semua pasti ada kekurangan & kelebihan. Dukung selalu, Produk Asli Karya Anak Bangsa.",positif
Aq dlu pernh daftar gojek d tegal ...udh fto dan bikin rekening ponsel ko...sampai sekarang...belum aktif y...udh 1 thun lebih...mohon pencerahan y..,positif
"Aq harap aq lebih sering dapat voucher goride daripada gofood,, tingkat kan lg ya...👍",positif
Aq kasi 5 bintang aja meski aq lom pernah mesan apa²,positif
"Aq mau sperti apa pun pngalamn ny ttep mnghargai prjuangn seorang driver ,. Thanks para drifer yg selalu setia antr aq tiap hari khusus ny yg prnh antr aq.",positif
Aq suka aplikasi ini memudahkan.kita mencari makan yg kita mau,positif
"Aqun saya tolong d pulih kan lg sya gak bisa order,,mangkanya say kasih bintang 5",positif
Asalnya pake grab tp lama2 malah makin mahal dan update terus akhirnya instal gojek dan aku lebih cocok pake gojek karna selalu dpt up to date dan diskon voucher promo gofood bikin selera makan tambah enyaaaaak🤗🙏sukses selalu ya buat drivernya ramah2 dan baik hati,positif
Asik banget pakai aplikasi ini untk jemput anak ketika ada acara dan kemaren banyak promo gofood nya jadi mantap,positif
"Assalamu'alaikum tolong knpa akun gojek saya gk bisa di buka setelah pembaruan,kesalahannya dimana ini",positif
"Assalamualaikum admin,, kenapa akun saya gak bisa login??",positif
Assalamuallaikum wr.wb perkenalkan nama saya riska saya suka dengan aplikasi ini walau pun belum apa apa saat itu aku masuk ke gojek terus harus mendaftar atau masuk aku pilih masuk di situ aku milih negara indonesia setelah itu aku masuk kan nomor hp ku ini dan ada tombol lanjutkan di situ suruh me...Ulasan Lengkap,positif
"Asyiikk byr pakai gopay, praktis, dan bnyak vouchernya, aplg voucher blj d alfamart, dpt hrga diskon pula, krn ad gopay hajatan. Dgn gopay bs pesen go food favorit q. Duh senengane.Trmksh gopay. Love you.",positif
Asyik banget. Gak bosen.,positif
Awal nya sich membantu tp skrng knp ya kok GK ada voucer nya..,positif
awalnya kesel dibatalin go send tapoi akhirnya ada yg mau,positif
"Awalnya saya coba coba,. Tapi ternyata keterusan,.",positif
"Awalnya sih lancar"" aja. Bahkan sering ngerekomin ke temen"". Eh eh pas coba beli go pulsa. Gk masuk ampek skrng pulsanya. Ampun!",positif
Ayo bangkit go jek Indonesia biar orderan lancar dan stabil lagi ..,positif
Ayo gojek bangkit dong..ciptakan inovasi2 baru yg dpt meningkatkan pendapatan aplikator dan driver..,positif
"Ayo gojek, bangkitkan lagi seperti dulu. Disaat driver gojek semuanya makmur. Ayo bangkit kembali..",positif
Ayo kembalikan orderan seperti semula terimakasih.. saya juga driver gojek mohon buat itu..,positif
Ayo lah. Smngat untuk menjadi yang lebih baik,positif
Ayo mulai bagi2 promo lagi dong... Biar lebih hemat terutama buat anak sekolah sama mahasiswa....,positif
Ayo tingkat kinerja gojek biar semakin banyak customer dengan memilih Gojek pasti ada jalan,positif
"Ayolah para pengguna gojek, yang lalu tidak akan terjadi lagi, sekarang gojek lebih terjamin keamanannya, dijamin 100% aman dan amanah",positif
"Ayolah tolong di tanggapi dengan serius keluhan konsumen dan drivernya, kalo konsumennya kecewa dan pindah ke pesaing kan gojek juga yg rugi, klo drivernya malas bisa berdampak buruk ke persepsi konsumen, gojek juga yang rugi.. Semoga kedepannya tidak ada lagi yang merasa dirugikan",positif
Ayyo dong di balikin sistem nya masa driver yang Deket aja ada saya order dpat nya yang di mana kalo saya ngampus butuh waktu coet gmna,positif
Bagai mana cara jualan bahan2 harian seperti sayur dan bumbu masak terimakasih,positif
Bagaimana cara mendapatkan promo goride ? Dan berapa x order supaya bisa dapat promonya ?,positif
Bagaimana cara mengubah foto profil akun gojek,positif
Bagaimana cara menonaktifkan layanan PayLater? Akun saya disalahgunakan orang lain. Makasi,positif
Bagaimana cara saya aktivasi gopay paylater ..,positif
Bagaimana kalo nomor yang kita daftarkan sudah tidak ada baru mau bikin pin nya,positif
Bagaimana saya top up ko belum masuk? Pdahal sudah berhasil,positif
Bagaimanapun jg ini adalah aplikasi yg sangat membantuku.... Karya anak bangsa,positif
"Bagi gojek Indonesia.. Saran aja.. tolong buat pemesanan go food diatas Rp.100.000,00 atau berapa terserah.. Wajib pakai saldo go pay.. Kasian ojolnya soalnya lagi marak prank ojolnya.. Terimakasih",positif
Bagi kami kaum tunanetra Aplikasi ini sangat membantu sekali baik untuk bepergian dan lain-lainnya tetapi tolong lebih diperbarui lagi supaya lebih akses buat kaum tunanetra Tolong jangan terlalu banyak tombol yang tidak berlabel nya usahakan itu harus dibaca dengan pembaca layar seperti TalkBack at...Ulasan Lengkap,positif
"bagi para costumers yg terhormat,klo rasa pesanan food kalian kurang memuaskan jgnlah nyalahin driver, kami cm membelikan pesanan kalian bkn kami yg masak.kami menyampaikn apa request kalian dan bla bla semuanya. bisa2nya sy dpt komen bintang dua dgn alasan masakannya kurang pedas , komen buat resto...Ulasan Lengkap",positif
"Bagi para customer mungkin yang mau order dengn nominal yang sangat besar,,, tidak usah kecewa tidak ditrima,,, kalau memang benar-benar membeli, driver suruh aja ambil uang belanja dulu, pasti mau,, karena kalau jumlah besar takutnya dikira fiktif karena pembayaran tunai,,, terkecuali pembayaran go...Ulasan Lengkap",positif
"Bagi para pengguna... Janganlah seenak nya saja memberi rating rendah dan komentar yang ga jelas. Itu sangat merugikan si driver. Jika makanan atau minuman nya kurang bagus atau enak.. beri rating padah toko nya, bukan si driver. Driver hanya menjual jasa, bukan produk. Analogi nya seperti ini; Kepa...Ulasan Lengkap",positif
"Bagus , tapi pay later nya kenapa pakai biaya langganan dan denda kalo telat bayar",positif
"Bagus ,, dan cocok untuk peguna hp",positif
Bagus adanya gojek.tp kasian drvernya sistem pemerataan kurang adil,positif
Bagus and top. Aqu suka.,positif
bagus apk gojek waktu itu saya pesan seblak nah waktu itu orang nya ngak tau walau aku ngirim pesan agak banyak orang nya ngak marah ramah lagi gojek terimakasih... salam orang palembang,positif
Bagus apk nya deriver nya juga ramah,positif
"Bagus apk nya saya suka,mau ngapa2in jd gampang wkwk ckck",positif
"Bagus aplikasi gojek, aq senang sekali..",positif
"Bagus aplikasi ini banyak diskonnya , temen saya yang bapaknya tukang grab dikit vouchernya",positif
"Bagus aplikasi ini kalau saya lagi laper tinggal pesan di sini langsung kenyang mantap dah,,,, wajib download ni aplikasi sukses terus untuk developernya",positif
Bagus aplikasinya mantap Yang dilakukan para youtuber Abang tukang ojol mari mari sini aku mau ngeprank,positif
"Bagus aplikasinya,juga drivernya",positif
"Bagus app nya,cuma utk tg.pinang ke area kijang itu blom ada gocar nya",positif
"Bagus baik,saya bisa pergi kemana saja dan bisa memesan makanan kapan saja ini sangat menyenangkan",positif
"Bagus bangat bgitu pesan mobil,lansung d trima,tingkat kan terus layanan nya..",positif
Bagus bangeet top deh membantu banget perjalanan kemana mana jadi mudah semoga lebih banyak lagi diskon diskon perjalanan nya😁👍,positif
Bagus Banget 😀😀😀 😘😘😘 ✔✔✔ Cocok dapet 5 Bintang Tapi Go-Jek Saya Pernah kejadian driver bohong kalau Rumah Makan nya Tutup Tapi Kata Tetangga Rumah Makan nya buka Tapi gakpapa 5 bintang tetep 😁😁😁,positif
Bagus banget aku suka banget aku gak nyesel donlot gojek,positif
"Bagus banget aplikasi nya.. karya anak bangsa banget... memudahkan perjalan,memudahkan pemesanan dan lain lain.. semoga aplikasi ini bisa memberikan inspirasi bagi kita semua anak bangsa..",positif
Bagus banget cuman mas gojek nya ada yang salah jalur😂😂 nya tapi bagus baget ko aplilasinya,positif
Bagus banget dan tambahin promo yg gak pake gopay,positif
Bagus banget ini itu aja gak bisa berktakata jadi aku kasih bintang 5,positif
bagus banget kalian harus coba di gojek murah murah,positif
"Bagus banget pelayanannya,sering diskon juga hihi..",positif
Bagus banget Tapi sayang voucher nya dikit Padahal punya nya temenku banyak Dan aku Lumayan makai aplikasinya og,positif
"Bagus banget,mudah praktis dan tidak mahal ,driver cepat,driver ramah,pemilihan jalurnya (sempurna)",positif
"Bagus Banget,Yg Download Aplikasi Ini Beruntung Banget,Karena Mudah Di Pesan Dan Bagi Yg Mager Jalan Mending Download Aplikasi Ini,Pesan Dan Tunggu Pasti Akan Datang,👍👍👍👍👍👍👍Mantap Banget Nih Aplikasi 👍👍👍👍👌👌👌👌👌👌👌😉😉😉😉😉😉😉Download Sekarang Juga😊😊😊😊😊😊😊😉😉😉😉😉😉😉😉😉😉�...Ulasan Lengkap",positif
Bagus banget. Kenapa setelah top up buat pembayaran ternyata gak bisa. Proses blom berhasil. Coba beberapa saat lg. Akun udh verifikasi tapi ditarik dana atau bayar gopay tetap proses blom berhasil. Coba beberapa saat. cek bantuan cuma tulisan doang gk bisa chat langsung. ???????,positif
bagus bgt membantu bgt udh gitu murah2 lagi dpet voucer terus. tingkatin terus ya gojek!❤,positif
"Bagus bgt nganter aku kemana"" makasih bgt dehhhhhh good job",positif
"Bagus bgt sih dn sy merasa terbantu dgn ada nya gojek,,",positif
"Bagus Bisa d percaya dan menguntungkan saya buat belanja ga perlu ke luar rumah atau pepergian dengan tidak ada kendaraan bisa langsung pesan aplikasi ini , semoga aplikasi ini berjalan dengan lancar dan sukses buat kedepan nya amin , dan baik juga untuk pegawai kantor atau pun anak sekolahan untuk ...Ulasan Lengkap",positif
Bagus buat hape yg low end dan hape yg memorinya kecil.....,positif
"bagus cakep karya anak bangsa, ikut bangga. Saran saya lebih sering lagi kasih promo gojek motor dunk. Biar kerja lebih adem 🙏",positif
Bagus cukup lah buat bantuin sehari hari tapi tolong promonya banyakin dong masa promo makan di teman saya tiap hari ada saya engga ada padahal dia gak beli promo,positif
"bagus cuman maksudnya nyalakan lokasi anda itu gimana, di pengaturan lokasi udah di on kan udah pake GPS tetep gak bisa.",positif
bagus cuman sayang saya g bisa upgrade pay leter sllu gagal,positif
"Bagus dan mantap sekali, cuma promo yang ada di gofood banyaknya. Pengennya di goride yang banyak promonya😂😂😂 Sekedar saran. Makasih banyak, semoga di kabulkan. Amin",positif
